onet_code,job_title,sector,12th_stream,primary_riasec,secondary_riasec,core_skills,source,min_education
33-2021.00,Fire Inspectors and Investigators,Public Safety,Vocational,R,C,"Active Listening, Critical Thinking, Speaking, Writing, Reading Comprehension, Social Perceptiveness",onet,Bachelor's or equivalent
17-2111.02,Fire-Prevention and Protection Engineers,Engineering,Science,R,I,"Critical Thinking, Complex Problem Solving, Judgment and Decision Making, Reading Comprehension, Speaking, Active Learning",onet,Bachelor's or equivalent
33-2011.00,Firefighters,Public Safety,Vocational,R,I,"Critical Thinking, Coordination, Judgment and Decision Making, Service Orientation, Active Learning, Active Listening",onet,Bachelor's or equivalent
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,Construction,Vocational,E,C,"Coordination, Active Listening, Speaking, Critical Thinking, Management of Personnel Resources, Monitoring",onet,Bachelor's or equivalent
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",Agriculture,Science,E,R,"Coordination, Critical Thinking, Monitoring, Speaking, Management of Personnel Resources, Reading Comprehension",onet,Bachelor's or equivalent
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,Public Safety,Vocational,E,R,"Active Listening, Critical Thinking, Social Perceptiveness, Coordination, Judgment and Decision Making, Management of Personnel Resources",onet,Bachelor's or equivalent
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Hospitality,Vocational,E,C,"Management of Personnel Resources, Coordination, Monitoring, Speaking, Active Listening, Instructing",onet,Bachelor's or equivalent
37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",Maintenance & Repair,Vocational,E,C,"Monitoring, Time Management, Active Listening, Management of Personnel Resources, Coordination, Critical Thinking",onet,Bachelor's or equivalent
53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,Logistics & Transport,Vocational,E,C,"Active Listening, Coordination, Management of Personnel Resources, Time Management, Speaking, Critical Thinking",onet,Bachelor's or equivalent
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",Maintenance & Repair,Vocational,E,C,"Monitoring, Management of Personnel Resources, Coordination, Critical Thinking, Judgment and Decision Making, Speaking",onet,Bachelor's or equivalent
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Sales,Commerce,E,C,"Active Listening, Management of Personnel Resources, Monitoring, Speaking, Coordination, Judgment and Decision Making",onet,Bachelor's or equivalent
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Administration,Commerce,E,C,"Active Listening, Coordination, Monitoring, Reading Comprehension, Social Perceptiveness, Speaking",onet,Bachelor's or equivalent
53-1044.00,First-Line Supervisors of Passenger Attendants,Logistics & Transport,Vocational,E,C,,onet,Bachelor's or equivalent
39-1022.00,First-Line Supervisors of Personal Service Workers,Personal Services,Vocational,E,C,"Active Listening, Critical Thinking, Coordination, Management of Personnel Resources, Social Perceptiveness, Speaking",onet,Bachelor's or equivalent
33-1012.00,First-Line Supervisors of Police and Detectives,Public Safety,Vocational,E,C,"Active Listening, Critical Thinking, Management of Personnel Resources, Monitoring, Reading Comprehension, Social Perceptiveness",onet,Bachelor's or equivalent
51-1011.00,First-Line Supervisors of Production and Operating Workers,Manufacturing,Vocational,E,C,"Active Listening, Management of Personnel Resources, Speaking, Time Management, Coordination, Critical Thinking",onet,Bachelor's or equivalent
41-1011.00,First-Line Supervisors of Retail Sales Workers,Sales,Commerce,E,C,"Active Listening, Service Orientation, Speaking, Coordination, Critical Thinking, Monitoring",onet,Bachelor's or equivalent
33-1091.00,First-Line Supervisors of Security Workers,Public Safety,Vocational,E,C,"Active Listening, Critical Thinking, Judgment and Decision Making, Reading Comprehension, Speaking, Management of Personnel Resources",onet,Bachelor's or equivalent
33-3031.00,Fish and Game Wardens,Public Safety,Vocational,R,C,"Active Listening, Critical Thinking, Speaking, Reading Comprehension, Judgment and Decision Making, Complex Problem Solving",onet,Bachelor's or equivalent
11-9179.01,Fitness and Wellness Coordinators,Management,Commerce,S,E,"Speaking, Active Listening, Coordination, Service Orientation, Social Perceptiveness, Critical Thinking",onet,Bachelor's or equivalent
53-2031.00,Flight Attendants,Logistics & Transport,Vocational,C,S,"Speaking, Active Listening, Monitoring, Service Orientation, Social Perceptiveness, Coordination",onet,Bachelor's or equivalent
47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles",Construction,Vocational,R,C,"Active Listening, Speaking",onet,Bachelor's or equivalent
47-2043.00,Floor Sanders and Finishers,Construction,Vocational,R,C,"Operation and Control, Active Listening, Coordination",onet,Bachelor's or equivalent
27-1023.00,Floral Designers,Creative Arts,Arts,R,A,"Active Listening, Speaking, Service Orientation, Social Perceptiveness, Critical Thinking, Time Management",onet,Bachelor's or equivalent
51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",Manufacturing,Vocational,R,C,"Operations Monitoring, Monitoring, Active Listening, Critical Thinking, Operation and Control, Quality Control Analysis",onet,Bachelor's or equivalent
51-3092.00,Food Batchmakers,Manufacturing,Vocational,R,C,"Operations Monitoring, Critical Thinking, Reading Comprehension, Active Listening, Coordination, Operation and Control",onet,Bachelor's or equivalent
51-3093.00,Food Cooking Machine Operators and Tenders,Manufacturing,Vocational,R,C,"Operations Monitoring, Monitoring, Operation and Control, Reading Comprehension, Active Listening, Critical Thinking",onet,Bachelor's or equivalent
35-2021.00,Food Preparation Workers,Hospitality,Vocational,R,C,"Active Listening, Service Orientation, Time Management",onet,Bachelor's or equivalent
19-4013.00,Food Science Technicians,Research & Science,Science,R,C,"Reading Comprehension, Active Listening, Speaking, Writing, Critical Thinking, Science",onet,Bachelor's or equivalent
19-1012.00,Food Scientists and Technologists,Research & Science,Science,I,R,"Active Learning, Critical Thinking, Reading Comprehension, Active Listening, Complex Problem Solving, Judgment and Decision Making",onet,Bachelor's or equivalent
11-9051.00,Food Service Managers,Management,Commerce,E,C,"Active Listening, Coordination, Management of Personnel Resources, Monitoring, Speaking, Reading Comprehension",onet,Bachelor's or equivalent
25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",Education,Arts,S,I,"Speaking, Active Listening, Instructing, Learning Strategies, Reading Comprehension, Writing",onet,Bachelor's or equivalent
19-4092.00,Forensic Science Technicians,Research & Science,Science,I,R,"Active Listening, Critical Thinking, Reading Comprehension, Speaking, Writing, Complex Problem Solving",onet,Bachelor's or equivalent
19-4071.00,Forest and Conservation Technicians,Research & Science,Science,R,C,"Active Listening, Critical Thinking, Reading Comprehension, Judgment and Decision Making, Speaking, Time Management",onet,Bachelor's or equivalent
45-4011.00,Forest and Conservation Workers,Agriculture,Science,R,C,"Critical Thinking, Monitoring, Active Learning, Active Listening, Coordination, Judgment and Decision Making",onet,Bachelor's or equivalent
33-2022.00,Forest Fire Inspectors and Prevention Specialists,Public Safety,Vocational,R,C,"Critical Thinking, Coordination, Speaking, Active Listening, Judgment and Decision Making, Complex Problem Solving",onet,Bachelor's or equivalent
19-1032.00,Foresters,Research & Science,Science,R,I,"Active Listening, Complex Problem Solving, Critical Thinking, Reading Comprehension, Speaking, Judgment and Decision Making",onet,Bachelor's or equivalent
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",Education,Arts,S,I,"Instructing, Learning Strategies, Reading Comprehension, Writing, Active Learning, Active Listening",onet,Bachelor's or equivalent
51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",Manufacturing,Vocational,R,C,"Operations Monitoring, Active Listening, Monitoring, Operation and Control, Reading Comprehension, Time Management",onet,Bachelor's or equivalent
51-4071.00,Foundry Mold and Coremakers,Manufacturing,Vocational,R,C,"Monitoring, Operations Monitoring",onet,Bachelor's or equivalent
13-2099.04,"Fraud Examiners, Investigators and Analysts",Finance,Commerce,C,I,"Active Listening, Writing, Complex Problem Solving, Critical Thinking, Reading Comprehension, Speaking",onet,Bachelor's or equivalent
43-5011.01,Freight Forwarders,Administration,Commerce,C,E,"Coordination, Reading Comprehension, Monitoring, Active Listening, Critical Thinking, Negotiation",onet,Bachelor's or equivalent
17-2141.01,Fuel Cell Engineers,Engineering,Science,R,I,"Critical Thinking, Reading Comprehension, Science, Speaking, Writing, Active Learning",onet,Bachelor's or equivalent
13-1131.00,Fundraisers,Finance,Commerce,E,S,"Speaking, Active Listening, Persuasion, Reading Comprehension, Writing, Critical Thinking",onet,Bachelor's or equivalent
11-2033.00,Fundraising Managers,Management,Commerce,E,C,"Critical Thinking, Speaking, Active Listening, Persuasion, Social Perceptiveness, Reading Comprehension",onet,Bachelor's or equivalent
39-4021.00,Funeral Attendants,Personal Services,Vocational,R,C,"Service Orientation, Social Perceptiveness, Active Listening, Coordination, Monitoring, Speaking",onet,Bachelor's or equivalent
11-9171.00,Funeral Home Managers,Management,Commerce,E,C,"Service Orientation, Active Listening, Social Perceptiveness, Reading Comprehension, Time Management, Critical Thinking",onet,Bachelor's or equivalent
51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Manufacturing,Vocational,R,C,"Operations Monitoring, Active Listening, Critical Thinking, Monitoring, Operation and Control, Reading Comprehension",onet,Bachelor's or equivalent
51-7021.00,Furniture Finishers,Manufacturing,Vocational,R,A,"Active Listening, Critical Thinking, Monitoring, Judgment and Decision Making, Operations Monitoring, Speaking",onet,Bachelor's or equivalent
53-7071.00,Gas Compressor and Gas Pumping Station Operators,Logistics & Transport,Vocational,R,C,"Operations Monitoring, Operation and Control, Critical Thinking, Active Listening, Equipment Maintenance, Monitoring",onet,Bachelor's or equivalent
51-8092.00,Gas Plant Operators,Manufacturing,Vocational,R,C,"Operations Monitoring, Operation and Control, Monitoring, Critical Thinking, Judgment and Decision Making, Quality Control Analysis",onet,Bachelor's or equivalent
51-9071.06,Gem and Diamond Workers,Manufacturing,Vocational,R,C,"Quality Control Analysis, Active Listening, Speaking, Critical Thinking, Monitoring",onet,Bachelor's or equivalent
11-1021.00,General and Operations Managers,Management,Commerce,E,C,"Active Listening, Monitoring, Reading Comprehension, Speaking, Coordination, Critical Thinking",onet,Bachelor's or equivalent
29-1216.00,General Internal Medicine Physicians,Healthcare,Science,I,S,"Active Listening, Reading Comprehension, Complex Problem Solving, Critical Thinking, Judgment and Decision Making, Science",onet,Bachelor's or equivalent
29-9092.00,Genetic Counselors,Healthcare,Science,I,S,"Reading Comprehension, Active Listening, Complex Problem Solving, Active Learning, Critical Thinking, Social Perceptiveness",onet,Bachelor's or equivalent
19-1029.03,Geneticists,Research & Science,Science,I,C,"Reading Comprehension, Science, Active Learning, Active Listening, Complex Problem Solving, Critical Thinking",onet,Bachelor's or equivalent
17-1022.01,Geodetic Surveyors,Engineering,Science,R,I,"Mathematics, Reading Comprehension, Active Listening, Critical Thinking, Complex Problem Solving, Judgment and Decision Making",onet,Bachelor's or equivalent
19-3092.00,Geographers,Research & Science,Science,I,R,"Reading Comprehension, Writing, Critical Thinking, Speaking, Active Listening, Active Learning",onet,Bachelor's or equivalent
15-1299.02,Geographic Information Systems Technologists and Technicians,Technology,Science,C,I,"Reading Comprehension, Critical Thinking, Active Listening, Speaking, Complex Problem Solving, Judgment and Decision Making",onet,Bachelor's or equivalent
25-1064.00,"Geography Teachers, Postsecondary",Education,Arts,S,I,"Instructing, Speaking, Writing, Active Listening, Reading Comprehension, Active Learning",onet,Bachelor's or equivalent
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",Research & Science,Science,R,C,"Reading Comprehension, Critical Thinking, Monitoring, Time Management, Writing, Active Listening",onet,Bachelor's or equivalent
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",Research & Science,Science,I,R,"Reading Comprehension, Critical Thinking, Science, Speaking, Active Listening, Complex Problem Solving",onet,Bachelor's or equivalent
11-3051.02,Geothermal Production Managers,Management,Commerce,R,C,"Critical Thinking, Monitoring, Reading Comprehension, Speaking, Coordination, Judgment and Decision Making",onet,Bachelor's or equivalent
49-9099.01,Geothermal Technicians,Maintenance & Repair,Vocational,R,C,"Operations Monitoring, Monitoring, Troubleshooting, Operation and Control, Critical Thinking, Quality Control Analysis",onet,Bachelor's or equivalent
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",Manufacturing,Vocational,R,C,"Operation and Control, Operations Monitoring, Quality Control Analysis, Monitoring, Active Listening, Critical Thinking",onet,Bachelor's or equivalent
47-2121.00,Glaziers,Construction,Vocational,R,C,"Coordination, Critical Thinking, Reading Comprehension, Speaking, Time Management",onet,Bachelor's or equivalent
13-1041.04,Government Property Inspectors and Investigators,Finance,Commerce,C,E,"Active Listening, Critical Thinking, Judgment and Decision Making, Reading Comprehension, Speaking, Writing",onet,Bachelor's or equivalent
45-2041.00,"Graders and Sorters, Agricultural Products",Agriculture,Science,R,C,,onet,Bachelor's or equivalent
27-1024.00,Graphic Designers,Creative Arts,Arts,A,C,"Active Listening, Speaking, Active Learning, Critical Thinking, Writing, Complex Problem Solving",onet,Bachelor's or equivalent
51-9022.00,"Grinding and Polishing Workers, Hand",Manufacturing,Vocational,R,C,"Quality Control Analysis, Operations Monitoring, Equipment Maintenance, Operation and Control, Repairing",onet,Bachelor's or equivalent
51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Manufacturing,Vocational,R,C,"Operation and Control, Operations Monitoring, Quality Control Analysis, Monitoring, Reading Comprehension, Critical Thinking",onet,Bachelor's or equivalent
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",Personal Services,Vocational,R,C,"Active Listening, Speaking, Service Orientation, Critical Thinking, Active Learning, Judgment and Decision Making",onet,Bachelor's or equivalent
47-4041.00,Hazardous Materials Removal Workers,Construction,Vocational,R,C,"Monitoring, Critical Thinking, Operation and Control, Active Listening, Operations Monitoring, Reading Comprehension",onet,Bachelor's or equivalent
17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",Engineering,Science,I,R,"Reading Comprehension, Active Listening, Critical Thinking, Writing, Complex Problem Solving, Judgment and Decision Making",onet,Bachelor's or equivalent
21-1091.00,Health Education Specialists,Social Service,Arts,S,I,"Active Listening, Speaking, Writing, Learning Strategies, Active Learning, Social Perceptiveness",onet,Bachelor's or equivalent
15-1211.01,Health Informatics Specialists,Technology,Science,I,C,"Reading Comprehension, Complex Problem Solving, Active Listening, Critical Thinking, Speaking, Writing",onet,Bachelor's or equivalent
29-9021.00,Health Information Technologists and Medical Registrars,Healthcare,Science,C,I,,onet,Bachelor's or equivalent
25-1071.00,"Health Specialties Teachers, Postsecondary",Education,Arts,S,I,"Instructing, Reading Comprehension, Speaking, Active Learning, Active Listening, Critical Thinking",onet,Bachelor's or equivalent
21-1022.00,Healthcare Social Workers,Social Service,Arts,S,I,"Social Perceptiveness, Service Orientation, Speaking, Active Listening, Coordination, Critical Thinking",onet,Bachelor's or equivalent
29-2092.00,Hearing Aid Specialists,Healthcare,Science,S,C,"Active Listening, Service Orientation, Instructing, Speaking, Reading Comprehension, Social Perceptiveness",onet,Bachelor's or equivalent
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",Manufacturing,Vocational,R,C,"Operation and Control, Operations Monitoring, Active Listening, Monitoring, Quality Control Analysis, Speaking",onet,Bachelor's or equivalent
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",Maintenance & Repair,Vocational,R,C,"Operations Monitoring, Critical Thinking, Troubleshooting, Installation, Reading Comprehension, Repairing",onet,Bachelor's or equivalent
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,Logistics & Transport,Vocational,R,C,"Operation and Control, Operations Monitoring, Monitoring, Critical Thinking, Reading Comprehension, Speaking",onet,Bachelor's or equivalent
47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",Construction,Vocational,R,C,"Coordination, Critical Thinking, Monitoring, Operation and Control, Time Management",onet,Bachelor's or equivalent
47-3012.00,Helpers--Carpenters,Construction,Vocational,R,C,"Active Listening, Complex Problem Solving, Coordination, Critical Thinking, Monitoring, Social Perceptiveness",onet,Bachelor's or equivalent
47-3013.00,Helpers--Electricians,Construction,Vocational,R,C,"Active Listening, Critical Thinking, Speaking, Coordination, Judgment and Decision Making, Quality Control Analysis",onet,Bachelor's or equivalent
47-5081.00,Helpers--Extraction Workers,Construction,Vocational,R,C,"Monitoring, Operations Monitoring, Equipment Maintenance, Operation and Control, Repairing, Troubleshooting",onet,Bachelor's or equivalent
49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers",Maintenance & Repair,Vocational,R,C,"Active Listening, Critical Thinking, Equipment Maintenance, Monitoring, Operation and Control, Operations Monitoring",onet,Bachelor's or equivalent
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",Construction,Vocational,R,C,"Coordination, Speaking",onet,Bachelor's or equivalent
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Construction,Vocational,R,C,,onet,Bachelor's or equivalent
51-9198.00,Helpers--Production Workers,Manufacturing,Vocational,R,C,,onet,Bachelor's or equivalent
47-3016.00,Helpers--Roofers,Construction,Vocational,R,C,"Coordination, Active Listening, Monitoring",onet,Bachelor's or equivalent
47-4051.00,Highway Maintenance Workers,Construction,Vocational,R,C,"Operation and Control, Operations Monitoring, Coordination, Monitoring, Active Listening, Complex Problem Solving",onet,Bachelor's or equivalent
29-2012.01,Histology Technicians,Healthcare,Science,R,I,"Active Listening, Critical Thinking, Reading Comprehension, Complex Problem Solving, Monitoring, Judgment and Decision Making",onet,Bachelor's or equivalent
19-3093.00,Historians,Research & Science,Science,I,C,"Reading Comprehension, Critical Thinking, Writing, Active Learning, Active Listening, Speaking",onet,Bachelor's or equivalent
25-1125.00,"History Teachers, Postsecondary",Education,Arts,S,I,"Speaking, Reading Comprehension, Learning Strategies, Writing, Active Listening, Instructing",onet,Bachelor's or equivalent
29-2011.04,Histotechnologists,Healthcare,Science,I,R,"Reading Comprehension, Critical Thinking, Judgment and Decision Making, Monitoring, Active Learning, Active Listening",onet,Bachelor's or equivalent
53-7041.00,Hoist and Winch Operators,Logistics & Transport,Vocational,R,C,"Critical Thinking, Monitoring, Operations Monitoring, Time Management, Active Listening, Operation and Control",onet,Bachelor's or equivalent
49-9031.00,Home Appliance Repairers,Maintenance & Repair,Vocational,R,C,"Repairing, Critical Thinking, Equipment Maintenance, Troubleshooting, Operations Monitoring, Quality Control Analysis",onet,Bachelor's or equivalent
31-1121.00,Home Health Aides,Healthcare,Science,S,R,"Active Listening, Service Orientation, Social Perceptiveness, Critical Thinking, Monitoring, Reading Comprehension",onet,Bachelor's or equivalent
29-1229.02,Hospitalists,Healthcare,Science,S,I,"Active Learning, Active Listening, Complex Problem Solving, Critical Thinking, Judgment and Decision Making, Reading Comprehension",onet,Bachelor's or equivalent
35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Hospitality,Vocational,S,E,"Active Listening, Service Orientation, Speaking, Social Perceptiveness",onet,Bachelor's or equivalent
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",Administration,Commerce,C,S,"Social Perceptiveness, Speaking, Service Orientation, Active Listening, Coordination, Complex Problem Solving",onet,Bachelor's or equivalent
17-2112.01,Human Factors Engineers and Ergonomists,Engineering,Science,I,R,"Active Listening, Complex Problem Solving, Critical Thinking, Reading Comprehension, Speaking, Writing",onet,Bachelor's or equivalent
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",Administration,Commerce,C,E,"Active Listening, Reading Comprehension, Speaking, Writing, Critical Thinking, Monitoring",onet,Bachelor's or equivalent
11-3121.00,Human Resources Managers,Management,Commerce,E,C,"Active Listening, Management of Personnel Resources, Reading Comprehension, Speaking, Coordination, Writing",onet,Bachelor's or equivalent
13-1071.00,Human Resources Specialists,Finance,Commerce,E,C,"Speaking, Active Listening, Reading Comprehension, Critical Thinking, Writing, Service Orientation",onet,Bachelor's or equivalent
51-8013.04,Hydroelectric Plant Technicians,Manufacturing,Vocational,R,C,"Critical Thinking, Equipment Maintenance, Operations Monitoring, Operation and Control, Monitoring, Repairing",onet,Bachelor's or equivalent
11-3051.06,Hydroelectric Production Managers,Management,Commerce,R,C,"Active Listening, Speaking, Judgment and Decision Making, Monitoring, Reading Comprehension, Critical Thinking",onet,Bachelor's or equivalent
19-4044.00,Hydrologic Technicians,Research & Science,Science,R,C,,onet,Bachelor's or equivalent
19-2043.00,Hydrologists,Research & Science,Science,I,R,"Critical Thinking, Active Listening, Reading Comprehension, Science, Complex Problem Solving, Mathematics",onet,Bachelor's or equivalent
19-2041.03,Industrial Ecologists,Research & Science,Science,I,R,"Reading Comprehension, Active Listening, Speaking, Writing, Critical Thinking, Complex Problem Solving",onet,Bachelor's or equivalent
17-3026.00,Industrial Engineering Technologists and Technicians,Engineering,Science,R,C,"Reading Comprehension, Active Listening, Critical Thinking, Complex Problem Solving, Monitoring, Speaking",onet,Bachelor's or equivalent
17-2112.00,Industrial Engineers,Engineering,Science,C,I,"Active Listening, Critical Thinking, Reading Comprehension, Complex Problem Solving, Speaking, Writing",onet,Bachelor's or equivalent
49-9041.00,Industrial Machinery Mechanics,Maintenance & Repair,Vocational,R,C,"Equipment Maintenance, Operation and Control, Operations Monitoring, Repairing, Troubleshooting, Quality Control Analysis",onet,Bachelor's or equivalent
11-3051.00,Industrial Production Managers,Management,Commerce,E,C,"Coordination, Critical Thinking, Judgment and Decision Making, Monitoring, Speaking, Active Listening",onet,Bachelor's or equivalent
53-7051.00,Industrial Truck and Tractor Operators,Logistics & Transport,Vocational,R,C,"Operation and Control, Operations Monitoring, Coordination, Equipment Maintenance, Time Management, Troubleshooting",onet,Bachelor's or equivalent
19-3032.00,Industrial-Organizational Psychologists,Research & Science,Science,I,E,"Active Listening, Reading Comprehension, Writing, Critical Thinking, Judgment and Decision Making, Speaking",onet,Bachelor's or equivalent
15-1212.00,Information Security Analysts,Technology,Science,C,I,"Reading Comprehension, Critical Thinking, Active Listening, Complex Problem Solving, Speaking, Writing",onet,Bachelor's or equivalent
15-1299.05,Information Security Engineers,Technology,Science,C,I,"Reading Comprehension, Critical Thinking, Active Listening, Monitoring, Writing, Speaking",onet,Bachelor's or equivalent
15-1299.09,Information Technology Project Managers,Technology,Science,E,C,"Critical Thinking, Active Listening, Coordination, Reading Comprehension, Time Management, Writing",onet,Bachelor's or equivalent
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",Manufacturing,Vocational,R,C,"Quality Control Analysis, Critical Thinking, Writing, Active Listening, Judgment and Decision Making, Reading Comprehension",onet,Bachelor's or equivalent
25-9031.00,Instructional Coordinators,Education,Arts,S,E,"Learning Strategies, Instructing, Speaking, Writing, Active Listening, Monitoring",onet,Bachelor's or equivalent
47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall",Construction,Vocational,R,C,"Active Listening, Critical Thinking, Operation and Control, Speaking",onet,Bachelor's or equivalent
47-2132.00,"Insulation Workers, Mechanical",Construction,Vocational,R,C,"Active Listening, Coordination, Critical Thinking, Monitoring, Time Management",onet,Bachelor's or equivalent
13-1032.00,"Insurance Appraisers, Auto Damage",Finance,Commerce,C,R,"Speaking, Writing, Active Listening, Reading Comprehension, Critical Thinking, Time Management",onet,Bachelor's or equivalent
43-9041.00,Insurance Claims and Policy Processing Clerks,Administration,Commerce,C,E,"Reading Comprehension, Time Management, Speaking, Active Listening, Critical Thinking, Coordination",onet,Bachelor's or equivalent
41-3021.00,Insurance Sales Agents,Sales,Commerce,E,C,"Reading Comprehension, Active Listening, Speaking, Critical Thinking, Persuasion, Writing",onet,Bachelor's or equivalent
13-2053.00,Insurance Underwriters,Finance,Commerce,C,E,"Active Listening, Critical Thinking, Reading Comprehension, Writing, Speaking, Judgment and Decision Making",onet,Bachelor's or equivalent
33-3021.06,Intelligence Analysts,Public Safety,Vocational,I,C,"Reading Comprehension, Active Listening, Critical Thinking, Speaking, Writing, Active Learning",onet,Bachelor's or equivalent
27-1025.00,Interior Designers,Creative Arts,Arts,A,R,"Active Listening, Critical Thinking, Reading Comprehension, Speaking, Coordination, Service Orientation",onet,Bachelor's or equivalent
27-3091.00,Interpreters and Translators,Creative Arts,Arts,C,A,"Speaking, Active Listening, Reading Comprehension, Writing, Critical Thinking, Monitoring",onet,Bachelor's or equivalent
43-4111.00,"Interviewers, Except Eligibility and Loan",Administration,Commerce,C,S,"Active Listening, Speaking, Reading Comprehension, Social Perceptiveness, Critical Thinking, Service Orientation",onet,Bachelor's or equivalent
11-3031.03,Investment Fund Managers,Management,Commerce,E,C,"Active Listening, Critical Thinking, Reading Comprehension, Judgment and Decision Making, Speaking, Active Learning",onet,Bachelor's or equivalent
51-9071.00,Jewelers and Precious Stone and Metal Workers,Manufacturing,Vocational,R,A,"Active Listening, Critical Thinking, Speaking",onet,Bachelor's or equivalent
23-1023.00,"Judges, Magistrate Judges, and Magistrates",Legal Services,Commerce,E,C,"Active Listening, Critical Thinking, Judgment and Decision Making, Reading Comprehension, Complex Problem Solving, Speaking",onet,Bachelor's or equivalent
23-1012.00,Judicial Law Clerks,Legal Services,Commerce,C,E,"Reading Comprehension, Active Listening, Critical Thinking, Writing, Speaking, Active Learning",onet,Bachelor's or equivalent
25-2012.00,"Kindergarten Teachers, Except Special Education",Education,Arts,S,A,"Instructing, Social Perceptiveness, Active Listening, Learning Strategies, Monitoring, Speaking",onet,Bachelor's or equivalent
13-1075.00,Labor Relations Specialists,Finance,Commerce,E,C,"Active Listening, Speaking, Negotiation, Critical Thinking, Reading Comprehension, Writing",onet,Bachelor's or equivalent
17-1012.00,Landscape Architects,Engineering,Science,R,I,"Active Listening, Reading Comprehension, Speaking, Complex Problem Solving, Critical Thinking, Coordination",onet,Bachelor's or equivalent
51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Manufacturing,Vocational,R,C,"Operations Monitoring, Operation and Control, Active Listening, Equipment Maintenance, Monitoring, Quality Control Analysis",onet,Bachelor's or equivalent
51-6011.00,Laundry and Dry-Cleaning Workers,Manufacturing,Vocational,R,C,"Active Listening, Monitoring",onet,Bachelor's or equivalent
25-1112.00,"Law Teachers, Postsecondary",Education,Arts,S,I,"Speaking, Active Listening, Learning Strategies, Reading Comprehension, Instructing, Active Learning",onet,Bachelor's or equivalent
23-1011.00,Lawyers,Legal Services,Commerce,E,C,"Speaking, Active Listening, Critical Thinking, Reading Comprehension, Writing, Complex Problem Solving",onet,Bachelor's or equivalent
51-4192.00,"Layout Workers, Metal and Plastic",Manufacturing,Vocational,R,C,"Mathematics, Complex Problem Solving, Critical Thinking, Judgment and Decision Making, Monitoring, Operations Monitoring",onet,Bachelor's or equivalent
43-6012.00,Legal Secretaries and Administrative Assistants,Administration,Commerce,C,E,"Active Listening, Reading Comprehension, Writing, Speaking, Time Management, Coordination",onet,Bachelor's or equivalent
11-1031.00,Legislators,Management,Commerce,E,S,,onet,Bachelor's or equivalent
25-4022.00,Librarians and Media Collections Specialists,Education,Arts,C,S,"Active Listening, Reading Comprehension, Speaking, Critical Thinking, Writing, Monitoring",onet,Bachelor's or equivalent
43-4121.00,"Library Assistants, Clerical",Administration,Commerce,C,S,"Service Orientation, Active Listening, Reading Comprehension, Coordination, Critical Thinking, Speaking",onet,Bachelor's or equivalent
25-1082.00,"Library Science Teachers, Postsecondary",Education,Arts,S,I,"Instructing, Reading Comprehension, Speaking, Active Learning, Active Listening, Critical Thinking",onet,Bachelor's or equivalent
25-4031.00,Library Technicians,Education,Arts,C,S,"Reading Comprehension, Active Listening, Speaking, Service Orientation, Coordination, Critical Thinking",onet,Bachelor's or equivalent
29-2061.00,Licensed Practical and Licensed Vocational Nurses,Healthcare,Science,S,C,"Service Orientation, Coordination, Social Perceptiveness, Active Listening, Monitoring, Speaking",onet,Bachelor's or equivalent
